0x06012c8cf97bead5deae237070f9587f8e7a266d,Crypto Kitties,CK,0,https://etherscan.io/token/0x06012c8cf97bead5deae237070f9587f8e7a266d,???,Should remove this from DB
0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6,ABYSS,ABYSS,18,https://etherscan.io/token/0x0e8d6b471e332f140e7d9dbb99e5e3822f728da6,NEUTRAL,
0x4ceda7906a5ed2179785cd3a40a69ee8bc99c466,AION,AION,8,https://etherscan.io/token/0x4ceda7906a5ed2179785cd3a40a69ee8bc99c466,NEUTRAL,
0x949bed886c739f1a3273629b3320db0c5024c719,AMIS,AMIS,9,https://etherscan.io/token/0x949bed886c739f1a3273629b3320db0c5024c719,NEUTRAL,
0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db,AppCoins,APPC,18,https://etherscan.io/token/0x1a7a8bd9106f2b8d977e08582dc7d24c723ab0db,NEUTRAL,
0xba5f11b16b155792cf3b2e6880e8706859a8aeb6,Aeron,ARN,8,https://etherscan.io/token/0xba5f11b16b155792cf3b2e6880e8706859a8aeb6,NEUTRAL,
0xfec0cf7fe078a500abf15f1284958f22049c2c7e,Maecenas ART Token,ART,18,https://etherscan.io/token/0xfec0cf7fe078a500abf15f1284958f22049c2c7e,NEUTRAL,
0x865d176351f287fe1b0010805b110d08699c200a,BananaCoin Extended,BCO,8,https://etherscan.io/token/0x865d176351f287fe1b0010805b110d08699c200a,NEUTRAL,
0x1c4481750daa5ff521a2a7490d9981ed46465dbd,BlockMason Credit Protocol Token,BCPT,18,https://etherscan.io/token/0x1c4481750daa5ff521a2a7490d9981ed46465dbd,NEUTRAL,
0x986ee2b944c42d017f52af21c4c69b84dbea35d8,BitMartToken,BMX,18,https://etherscan.io/token/0x986ee2b944c42d017f52af21c4c69b84dbea35d8,NEUTRAL,
0xd7732e3783b0047aa251928960063f863ad022d8,BrahmaOS,BRM,18,https://etherscan.io/token/0xd7732e3783b0047aa251928960063f863ad022d8,NEUTRAL,
0x7d4b8cce0591c9044a22ee543533b72e976e36c3,Change Coin,CAG,18,https://etherscan.io/token/0x7d4b8cce0591c9044a22ee543533b72e976e36c3,NEUTRAL,
0x1d462414fe14cf489c7a21cac78509f4bf8cd7c0,CanYaCoin,CAN,6,https://etherscan.io/token/0x1d462414fe14cf489c7a21cac78509f4bf8cd7c0,NEUTRAL,
0x1234567461d3f8db7496581774bd869c83d51c93,BitClave,CAT,18,https://etherscan.io/token/0x1234567461d3f8db7496581774bd869c83d51c93,NEUTRAL,
0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,Dai Stablecoin v1.0,DAI,18,https://etherscan.io/token/0x89d24a6b4ccb1b6faa2625fe562bdd9a23260359,NEUTRAL,this needs to go in
0x0cf0ee63788a0849fe5297f3407f701e122cc023,Streamr DATAcoin,DATA,18,https://etherscan.io/token/0x0cf0ee63788a0849fe5297f3407f701e122cc023,NEUTRAL,
0x151202c9c18e495656f372281f493eb7698961d5,DEBITUM,DEB,18,https://etherscan.io/token/0x151202c9c18e495656f372281f493eb7698961d5,NEUTRAL,
0x45ed02e374aef2e4b34c04e86ad9d45891d10751,Digital Fantasy Sports,DFS,18,https://etherscan.io/token/0x45ed02e374aef2e4b34c04e86ad9d45891d10751,NEUTRAL,
0x13f11c9905a08ca76e3e853be63d4f0944326c72,Divi Exchange Token,DIVX,18,https://etherscan.io/token/0x13f11c9905a08ca76e3e853be63d4f0944326c72,NEUTRAL,
0x5b26c5d0772e5bbac8b3182ae9a13f9bb2d03765,EDU Token,EDU,8,https://etherscan.io/token/0x5b26c5d0772e5bbac8b3182ae9a13f9bb2d03765,NEUTRAL,
0xd49ff13661451313ca1553fd6954bd1d9b6e02b9,ElectrifyAsia,ELEC,18,https://etherscan.io/token/0xd49ff13661451313ca1553fd6954bd1d9b6e02b9,NEUTRAL,
0x95daaab98046846bf4b2853e23cba236fa394a31,EtheremonToken,EMONT,8,https://etherscan.io/token/0x95daaab98046846bf4b2853e23cba236fa394a31,NEUTRAL,
0x5bc7e5f0ab8b2e10d2d0a3f21739fce62459aef3,Hut34 Entropy Token,ENTR,18,https://etherscan.io/token/0x5bc7e5f0ab8b2e10d2d0a3f21739fce62459aef3,NEUTRAL,
0x923108a439c4e8c2315c4f6521e5ce95b44e9b4c,Devery.io,EVE,18,https://etherscan.io/token/0x923108a439c4e8c2315c4f6521e5ce95b44e9b4c,NEUTRAL,
0xfbe878ced08132bd8396988671b450793c44bc12,Fox Trading,FOXT,18,https://etherscan.io/token/0xfbe878ced08132bd8396988671b450793c44bc12,NEUTRAL,
0x4f4f0db4de903b88f2b1a2847971e231d54f8fd3,Geens Platform Token,GEE,8,https://etherscan.io/token/0x4f4f0db4de903b88f2b1a2847971e231d54f8fd3,NEUTRAL,
0x543ff227f64aa17ea132bf9886cab5db55dcaddf,DAOstack,GEN,18,https://etherscan.io/token/0x543ff227f64aa17ea132bf9886cab5db55dcaddf,NEUTRAL,
0x8a854288a5976036a725879164ca3e91d30c6a1b,Guaranteed Entrance Token,GET,18,https://etherscan.io/token/0x8a854288a5976036a725879164ca3e91d30c6a1b,NEUTRAL,
0xeab43193cf0623073ca89db9b712796356fa7414,GOLDX,GOLDX,18,https://etherscan.io/token/0xeab43193cf0623073ca89db9b712796356fa7414,NEUTRAL,
0x9af839687f6c94542ac5ece2e317daae355493a1,Hydro Protocol Token,HOT,18,https://etherscan.io/token/0x9af839687f6c94542ac5ece2e317daae355493a1,NEUTRAL,
0x6c6ee5e31d828de241282b9606c8e98ea48526e2,HoloToken,HOT,18,https://etherscan.io/token/0x6c6ee5e31d828de241282b9606c8e98ea48526e2,NEUTRAL,
0x0d262e5dc4a06a0f1c90ce79c7a60c09dfc884e4,JET8 Token,J8T,8,https://etherscan.io/token/0x0d262e5dc4a06a0f1c90ce79c7a60c09dfc884e4,NEUTRAL,
0x8727c112c712c4a03371ac87a74dd6ab104af768,Jetcoin Institute Token,JET,18,https://etherscan.io/token/0x8727c112c712c4a03371ac87a74dd6ab104af768,NEUTRAL,
0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0,Loom Network Token,LOOM,18,https://etherscan.io/token/0xa4e8c3ec456107ea67d3075bf9e3df3a75823db0,NEUTRAL,
0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e,Modum Token,MOD,0,https://etherscan.io/token/0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e,NEUTRAL,
0x2ef27bf41236bd859a95209e17a43fbd26851f92,MORPH,MORPH,4,https://etherscan.io/token/0x2ef27bf41236bd859a95209e17a43fbd26851f92,NEUTRAL,
0x263c618480dbe35c300d8d5ecda19bbb986acaed,MOT,MOT,18,https://etherscan.io/token/0x263c618480dbe35c300d8d5ecda19bbb986acaed,NEUTRAL,
0xffe02ee4c69edf1b340fcad64fbd6b37a7b9e265,NANJCOIN,NANJ,8,https://etherscan.io/token/0xffe02ee4c69edf1b340fcad64fbd6b37a7b9e265,NEUTRAL,
0xc15a399c4ea7815fe36857c9e290ee452a5d6b21,BoatPilot Token,NAVI,18,https://etherscan.io/token/0xc15a399c4ea7815fe36857c9e290ee452a5d6b21,NEUTRAL,
0x9e46a38f5daabe8683e10793b06749eef7d733d1,PolySwarm Nectar,NCT,18,https://etherscan.io/token/0x9e46a38f5daabe8683e10793b06749eef7d733d1,NEUTRAL,
0xa54ddc7b3cce7fc8b1e3fa0256d0db80d2c10970,NEVERDIE Coin,NDC,18,https://etherscan.io/token/0xa54ddc7b3cce7fc8b1e3fa0256d0db80d2c10970,NEUTRAL,
